OrderID,OrderDate,ShipDate,ShipMode,CustomerSegment,Region,City,Category,Product,Quantity,UnitPrice,Discount,Sales,Profit
ORD-10104,2024-08-28,2024-08-30,Same Day,Corporate,North,Jaipur,Clothing,Jeans,4,1394.22,0.1,5019.19,431.65
ORD-10105,2025-09-22,2025-09-24,Express,Home Office,East,Patna,Groceries,Tea 500g,4,417.92,0.0,1671.68,-536.54
ORD-10106,2025-02-26,2025-03-04,Same Day,Consumer,South,Hyderabad,Electronics,Tablet,5,34416.08,0.0,172080.4,7938.59
ORD-10107,2025-10-04,2025-10-10,Same Day,Home Office,East,Bhubaneswar,Home & Kitchen,Water Bottle,1,5802.87,0.0,5802.87,-1168.37
ORD-10108,2025-03-09,2025-03-15,Standard,Consumer,East,Patna,Furniture,Office Chair,1,13080.56,0.3,9156.39,1044.88
ORD-10109,2025-10-05,2025-10-10,Same Day,Home Office,South,Coimbatore,Electronics,Laptop,5,52648.55,0.0,263242.75,17942.73
ORD-10110,2025-03-27,2025-03-28,Express,Home Office,South,Hyderabad,Clothing,Formal Shirt,4,984.27,0.1,3543.37,-549.64
ORD-10111,2024-06-27,2024-06-28,Standard,Corporate,West,Ahmedabad,Home & Kitchen,Storage Box,7,5963.2,0.15,35481.04,10216.73
ORD-10112,2024-08-08,2024-08-12,Same Day,Corporate,East,Bhubaneswar,Electronics,Laptop,7,50492.33,0.15,300429.36,76457.34
ORD-10113,2025-08-01,2025-08-04,Same Day,Corporate,East,Kolkata,Electronics,Tablet,3,12577.76,0.0,37733.28,9780.15
ORD-10114,2025-09-06,2025-09-09,Standard,Corporate,East,Patna,Electronics,Tablet,6,33422.03,0.2,160425.74,20786.09
ORD-10115,2024-05-22,2024-05-25,Same Day,Corporate,South,Chennai,Groceries,Rice 5kg,4,69.35,0.2,221.92,15.11
ORD-10116,2025-01-11,2025-01-15,Same Day,Consumer,East,Guwahati,Home & Kitchen,Mixer Grinder,2,3540.85,0.0,7081.7,-1215.76
ORD-10117,2025-01-05,2025-01-10,Same Day,Corporate,East,Patna,Groceries,Snacks Pack,5,290.81,0.3,1017.83,128.17
ORD-10118,2024-05-13,2024-05-17,Express,Corporate,North,Delhi,Groceries,Rice 5kg,5,142.88,0.2,571.52,35.18
ORD-10119,2024-01-23,2024-01-27,Standard,Consumer,East,Bhubaneswar,Furniture,Bed Frame,1,11700.62,0.05,11115.59,2657.04
ORD-10120,2024-12-08,2024-12-11,Express,Corporate,East,Bhubaneswar,Clothing,Sneakers,1,2823.45,0.0,2823.45,-455.32
ORD-10121,2025-07-21,2025-07-26,Standard,Corporate,East,Guwahati,Groceries,Cooking Oil 1L,5,302.84,0.05,1438.49,235.83
ORD-10122,2025-04-02,2025-04-03,Standard,Home Office,West,Mumbai,Home & Kitchen,LED Bulb,2,1960.58,0.0,3921.16,1086.76
ORD-10123,2025-09-02,2025-09-04,Express,Corporate,East,Bhubaneswar,Groceries,Atta 5kg,6,352.63,0.0,2115.78,133.82
ORD-10124,2025-06-30,2025-07-01,Standard,Consumer,East,Kolkata,Clothing,Jacket,6,946.7,0.15,4828.17,873.92
ORD-10125,2024-09-23,2024-09-24,Same Day,Corporate,South,Bengaluru,Groceries,Cooking Oil 1L,7,323.86,0.0,2267.02,567.25
ORD-10126,2025-10-11,2025-10-16,Same Day,Consumer,East,Patna,Groceries,Cooking Oil 1L,4,321.87,0.05,1223.11,242.21
ORD-10127,2025-06-04,2025-06-06,Same Day,Home Office,South,Coimbatore,Electronics,Tablet,6,52565.35,0.3,220774.47,34419.68
ORD-10128,2025-02-10,2025-02-14,Same Day,Consumer,North,Delhi,Electronics,Laptop,2,4889.8,0.15,8312.66,772.99
ORD-10129,2025-11-03,2025-11-09,Standard,Corporate,East,Kolkata,Furniture,Sofa,7,8352.77,0.2,46775.51,7465.53
ORD-10130,2025-07-17,2025-07-21,Standard,Corporate,North,Lucknow,Home & Kitchen,Storage Box,2,1485.59,0.3,2079.83,331.81
ORD-10131,2024-09-04,2024-09-09,Express,Consumer,South,Bengaluru,Furniture,Office Chair,2,13026.59,0.0,26053.18,6305.02
ORD-10132,2025-11-05,2025-11-06,Express,Home Office,South,Coimbatore,Groceries,Rice 5kg,6,151.96,0.0,911.76,251.17
ORD-10133,2025-04-09,2025-04-11,Standard,Corporate,West,Pune,Electronics,Laptop,2,56712.2,0.0,113424.4,5627.67
ORD-10134,2025-07-25,2025-07-26,Standard,Home Office,South,Bengaluru,Home & Kitchen,LED Bulb,6,2043.06,0.0,12258.36,1922.44
ORD-10135,2024-04-26,2024-05-02,Standard,Home Office,South,Hyderabad,Home & Kitchen,Water Bottle,1,1940.77,0.3,1358.54,-87.13
ORD-10136,2025-01-03,2025-01-07,Standard,Home Office,West,Surat,Furniture,Bed Frame,6,7674.68,0.2,36838.46,10421.18
ORD-10137,2025-08-17,2025-08-23,Same Day,Corporate,South,Coimbatore,Furniture,Study Table,3,24692.46,0.15,62965.77,5886.47
ORD-10138,2025-12-16,2025-12-19,Express,Corporate,East,Guwahati,Furniture,Study Table,6,15946.35,0.05,90894.2,18729.03
ORD-10139,2024-12-12,2024-12-13,Same Day,Consumer,North,Chandigarh,Home & Kitchen,Storage Box,6,1768.39,0.0,10610.34,3101.06
ORD-10140,2024-06-06,2024-06-10,Standard,Corporate,West,Pune,Groceries,Tea 500g,2,440.51,0.0,881.02,136.22
ORD-10141,2024-02-14,2024-02-18,Standard,Consumer,North,Delhi,Electronics,Tablet,6,21949.47,0.2,105357.46,-20112.92
ORD-10142,2024-06-03,2024-06-04,Standard,Corporate,South,Chennai,Electronics,Laptop,1,59404.65,0.0,59404.65,-13376.58
ORD-10143,2024-11-17,2024-11-21,Same Day,Home Office,East,Patna,Clothing,Jacket,5,2869.37,0.0,14346.85,-1182.32
ORD-10144,2025-05-15,2025-05-19,Standard,Corporate,East,Guwahati,Electronics,Tablet,6,19498.43,0.3,81893.41,8715.91
ORD-10145,2024-11-21,2024-11-25,Standard,Home Office,South,Hyderabad,Home & Kitchen,Mixer Grinder,3,2631.5,0.15,6710.32,-367.5
ORD-10146,2025-06-26,2025-07-01,Same Day,Home Office,South,Coimbatore,Home & Kitchen,Water Bottle,4,5589.43,0.3,15650.4,2614.96
ORD-10147,2024-03-28,2024-03-29,Standard,Corporate,North,Lucknow,Groceries,Atta 5kg,4,297.82,0.3,833.9,48.01
ORD-10148,2024-11-11,2024-11-14,Standard,Home Office,East,Patna,Groceries,Tea 500g,1,142.05,0.0,142.05,24.32
ORD-10149,2024-04-21,2024-04-23,Express,Consumer,South,Coimbatore,Home & Kitchen,Water Bottle,2,1727.47,0.2,2763.95,355.01
ORD-10150,2025-12-23,2025-12-24,Same Day,Home Office,West,Pune,Groceries,Tea 500g,7,508.06,0.3,2489.49,854.15
ORD-10151,2025-02-28,2025-03-05,Standard,Corporate,East,Bhubaneswar,Electronics,Laptop,5,34305.48,0.1,154374.66,13056.79
ORD-10152,2024-05-17,2024-05-21,Standard,Consumer,East,Guwahati,Clothing,T-Shirt,2,465.58,0.0,931.16,65.7
ORD-10153,2025-11-04,2025-11-08,Standard,Corporate,East,Kolkata,Electronics,Tablet,1,36984.13,0.0,36984.13,6928.92
ORD-10154,2025-10-21,2025-10-24,Same Day,Consumer,West,Ahmedabad,Electronics,Tablet,2,40109.2,0.1,72196.56,9481.09
ORD-10155,2025-06-19,2025-06-20,Standard,Corporate,South,Bengaluru,Clothing,Sneakers,3,2292.25,0.0,6876.75,1336.45
ORD-10156,2025-03-16,2025-03-21,Standard,Home Office,South,Chennai,Electronics,Tablet,2,28111.32,0.05,53411.51,8939.64
ORD-10157,2025-01-13,2025-01-19,Express,Corporate,West,Mumbai,Home & Kitchen,LED Bulb,6,5143.8,0.3,21603.96,-3584.61
ORD-10158,2025-02-21,2025-02-25,Same Day,Consumer,South,Hyderabad,Groceries,Tea 500g,1,330.41,0.3,231.29,-42.74
ORD-10159,2024-10-02,2024-10-04,Same Day,Consumer,West,Pune,Clothing,Formal Shirt,4,1572.42,0.15,5346.23,792.2
ORD-10160,2025-05-20,2025-05-24,Same Day,Corporate,East,Patna,Electronics,Headphones,1,40940.42,0.0,40940.42,5686.7
ORD-10161,2024-08-19,2024-08-25,Standard,Corporate,South,Bengaluru,Home & Kitchen,Storage Box,2,1170.33,0.15,1989.56,327.98
ORD-10162,2024-04-12,2024-04-14,Express,Corporate,North,Lucknow,Clothing,Jacket,4,2304.6,0.2,7374.72,249.17
ORD-10163,2024-08-24,2024-08-27,Same Day,Consumer,East,Guwahati,Electronics,Laptop,6,36220.66,0.1,195591.56,15213.09
ORD-10164,2024-01-17,2024-01-23,Same Day,Corporate,West,Mumbai,Groceries,Snacks Pack,2,589.55,0.0,1179.1,144.74
ORD-10165,2024-03-08,2024-03-14,Same Day,Home Office,South,Chennai,Electronics,Headphones,1,20448.22,0.2,16358.58,678.32
ORD-10166,2025-01-02,2025-01-03,Same Day,Corporate,South,Hyderabad,Clothing,T-Shirt,7,1202.39,0.0,8416.73,1045.14
ORD-10167,2024-08-28,2024-09-01,Standard,Corporate,East,Guwahati,Furniture,Office Chair,5,11012.27,0.0,55061.35,9418.69
ORD-10168,2024-09-11,2024-09-13,Same Day,Consumer,West,Pune,Clothing,Sneakers,3,1062.88,0.15,2710.34,302.16
ORD-10169,2025-05-10,2025-05-15,Express,Home Office,North,Delhi,Furniture,Bed Frame,7,18338.26,0.3,89857.47,6809.96
ORD-10170,2024-05-09,2024-05-12,Same Day,Corporate,West,Pune,Electronics,Smartphone,7,16977.6,0.2,95074.56,7588.06
ORD-10171,2024-11-01,2024-11-04,Express,Consumer,East,Bhubaneswar,Furniture,Study Table,3,6648.63,0.0,19945.89,-2638.64
ORD-10172,2025-07-18,2025-07-19,Standard,Consumer,East,Patna,Home & Kitchen,Water Bottle,7,5596.68,0.05,37217.92,11472.21
ORD-10173,2024-07-20,2024-07-24,Express,Home Office,South,Chennai,Groceries,Tea 500g,6,201.76,0.2,968.45,38.44
ORD-10174,2024-10-13,2024-10-19,Same Day,Corporate,North,Delhi,Home & Kitchen,Mixer Grinder,2,2681.14,0.05,5094.17,589.11
ORD-10175,2025-03-20,2025-03-24,Standard,Consumer,West,Pune,Clothing,Formal Shirt,7,3399.54,0.0,23796.78,4498.53
ORD-10176,2025-03-02,2025-03-04,Standard,Corporate,North,Delhi,Home & Kitchen,Storage Box,1,4950.64,0.0,4950.64,634.51
ORD-10177,2024-10-03,2024-10-04,Same Day,Consumer,North,Jaipur,Furniture,Bed Frame,2,15515.6,0.0,31031.2,1834.58
ORD-10178,2025-09-28,2025-09-30,Express,Home Office,North,Jaipur,Home & Kitchen,Storage Box,1,2324.44,0.15,1975.77,205.56
ORD-10179,2025-09-19,2025-09-21,Same Day,Home Office,North,Lucknow,Groceries,Rice 5kg,5,101.71,0.0,508.55,79.34
ORD-10180,2024-08-21,2024-08-27,Standard,Corporate,North,Jaipur,Clothing,Jacket,3,1189.1,0.15,3032.2,501.07
ORD-10181,2025-05-20,2025-05-24,Same Day,Home Office,East,Guwahati,Electronics,Laptop,3,58022.85,0.1,156661.7,-27814.06
ORD-10182,2024-11-30,2024-12-01,Express,Home Office,South,Bengaluru,Clothing,T-Shirt,1,2642.64,0.3,1849.85,470.97
ORD-10183,2024-02-02,2024-02-03,Standard,Home Office,South,Hyderabad,Groceries,Cooking Oil 1L,2,236.46,0.2,378.34,39.75
ORD-10184,2025-07-11,2025-07-12,Same Day,Home Office,South,Bengaluru,Furniture,Office Chair,7,16042.01,0.0,112294.07,3551.77
ORD-10185,2025-12-22,2025-12-28,Same Day,Corporate,North,Jaipur,Furniture,Bookshelf,2,9466.8,0.05,17986.92,3099.05
ORD-10186,2024-10-07,2024-10-08,Standard,Consumer,South,Coimbatore,Furniture,Office Chair,3,19573.75,0.3,41104.88,3796.2
ORD-10187,2024-10-17,2024-10-23,Same Day,Home Office,North,Delhi,Electronics,Smartphone,1,30632.9,0.1,27569.61,4597.42
ORD-10188,2024-09-26,2024-09-30,Standard,Consumer,West,Ahmedabad,Electronics,Laptop,2,5544.58,0.3,7762.41,-1270.69
ORD-10189,2025-10-10,2025-10-11,Same Day,Consumer,West,Surat,Groceries,Cooking Oil 1L,4,325.36,0.1,1171.3,58.54
ORD-10190,2024-12-14,2024-12-15,Same Day,Corporate,East,Kolkata,Groceries,Snacks Pack,5,336.79,0.05,1599.75,141.72
ORD-10191,2024-01-30,2024-01-31,Same Day,Consumer,East,Guwahati,Furniture,Sofa,5,21496.33,0.0,107481.65,6853.45
ORD-10192,2024-02-02,2024-02-05,Express,Corporate,West,Mumbai,Electronics,Tablet,5,45730.4,0.3,160056.4,9610.47
ORD-10193,2025-03-22,2025-03-26,Same Day,Corporate,South,Coimbatore,Groceries,Tea 500g,4,213.58,0.3,598.02,194.59
ORD-10194,2024-10-31,2024-11-02,Standard,Home Office,West,Surat,Clothing,Jeans,1,608.86,0.0,608.86,93.37
ORD-10195,2025-11-08,2025-11-13,Same Day,Consumer,South,Chennai,Electronics,Smartwatch,6,45804.94,0.15,233605.19,48059.27
